SLNO,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Location,Age,Status
7261,3046248,Yes,4,30,E1,60,60,0,No,No,Male,Direct,4,ETS,Chennai,28,Joined
7262,3046299,Yes,42,30,E2,7.83,-13.04,-19.35,No,No,Male,Direct,6,EAS,Chennai,37,Joined
7263,3046303,No,7,30,E2,35.71,30.95,-3.51,No,No,Male,Direct,5,INFRA,Chennai,30,Joined
7264,3046315,Yes,55,30,E1,6,12,5.66,No,No,Male,Direct,3,BFSI,Bangalore,25,Joined
7265,3046335,Yes,37,30,E1,65.29,51.52,-8.33,No,No,Male,Direct,3,BFSI,Bangalore,27,Not Joined
7266,3046348,No,19,30,E1,73.33,48.33,-14.42,No,No,Male,Employee Referral,3,ERS,Bangalore,29,Not Joined
7267,3046361,No,3,30,E1,66.67,66.67,0,No,No,Female,Employee Referral,2,INFRA,Noida,24,Joined
7268,3046369,No,11,30,E1,20,18,-1.67,No,No,Male,Direct,5,CSMP,Noida,27,Joined
7269,3046397,Yes,20,30,E2,23.33,33.33,8.11,No,No,Male,Direct,3,INFRA,Chennai,25,Joined
7270,3046411,No,24,90,E2,41.18,29.41,-8.33,No,No,Male,Employee Referral,6,AXON,Noida,31,Not Joined
7271,3046434,Yes,64,90,E1,69.01,66.2,-1.67,No,Yes,Male,Agency,3,BFSI,Bangalore,25,Joined
7272,3046470,No,5,30,E1,14.29,-8.57,-20,No,No,Male,Employee Referral,1,ERS,Bangalore,23,Joined
7273,3046483,No,2,60,E2,12.5,10,-2.22,No,No,Male,Agency,7,ERS,Bangalore,32,Joined
7274,3046490,No,25,30,E1,35.42,14.58,-15.38,No,No,Male,Agency,5,BFSI,Bangalore,32,Joined
7275,3046494,No,39,45,E1,66.67,48.33,-11,No,No,Male,Agency,2,ERS,Bangalore,25,Not Joined
7276,3046529,No,6,30,E1,30,17.71,-9.46,No,Yes,Male,Direct,4,ETS,Chennai,29,Joined
7277,3046557,No,0,30,E2,40.85,31.43,-6.69,No,No,Male,Direct,6,INFRA,Noida,33,Joined
7278,3046561,No,6,60,E1,53.85,48.72,-3.33,No,No,Male,Employee Referral,5,BFSI,Chennai,28,Joined
7279,3046579,Yes,0,30,E1,36.36,50,10,No,No,Male,Direct,1,INFRA,Mumbai,26,Joined
7280,3046632,No,6,30,E1,48.15,31.48,-11.25,No,No,Male,Employee Referral,3,BFSI,Chennai,26,Joined
7281,3046635,No,0,30,E1,30.47,30.47,0,No,No,Female,Employee Referral,3,INFRA,Chennai,24,Joined
7282,3046646,No,40,60,E1,21.43,21.43,0,No,Yes,Female,Direct,4,EAS,Noida,28,Joined
7283,3046647,Yes,63,30,E1,25,16.07,-7.14,No,Yes,Male,Direct,4,EAS,Chennai,32,Joined
7284,3046677,No,8,90,E1,55.36,33.93,-13.79,No,No,Male,Agency,4,AXON,Kolkata,36,Joined
7285,3046688,Yes,28,30,E1,27.27,18.18,-7.14,No,Yes,Male,Employee Referral,5,ETS,Kolkata,28,Joined
7286,3046694,Yes,40,30,E1,40,-20,-42.86,No,No,Male,Agency,5,AXON,Kolkata,35,Joined
7287,3046703,No,0,30,E2,25,14.58,-8.33,No,No,Male,Direct,4,INFRA,Noida,27,Joined
7288,3046747,No,17,60,E2,45.45,45.45,0,No,No,Male,Direct,6,INFRA,Chennai,33,Not Joined
7289,3046812,No,68,60,E2,50,50,0,No,Yes,Male,Direct,2,INFRA,Chennai,26,Joined
7290,3046966,No,5,60,E1,9.3,3.49,-5.32,No,Yes,Female,Employee Referral,3,BFSI,Chennai,26,Joined
7291,3050421,No,3,30,E1,12.5,12.5,0,No,No,Female,Agency,3,ERS,Chennai,29,Joined
7292,3050432,No,4,30,E1,42.86,42.86,0,No,No,Female,Employee Referral,2,INFRA,Noida,25,Joined
7293,3050434,No,10,30,E1,0.26,5.54,5.26,No,No,Male,Agency,1,ERS,Chennai,26,Joined
7294,3050437,No,1,60,E2,57.14,39.29,-11.36,No,No,Male,Direct,7,AXON,Noida,32,Joined
7295,3050557,No,65,30,E1,29.41,29.41,0,No,No,Female,Direct,3,BFSI,Chennai,26,Joined
7296,3050598,No,26,30,E1,69.36,69.36,0,No,No,Male,Direct,3,INFRA,Mumbai,26,Joined
7297,3050601,Yes,57,60,E3,29.85,38.99,7.04,No,No,Male,Direct,8,INFRA,Mumbai,37,Joined
7298,3050673,Yes,1,30,E1,33.33,33.33,0,No,No,Female,Employee Referral,3,ERS,Noida,26,Not Joined
7299,3050680,Yes,5,30,E1,38.89,38.89,0,No,No,Male,Agency,1,ERS,Chennai,22,Joined
7300,3050690,Yes,17,60,E1,40,40,0,No,Yes,Male,Employee Referral,3,AXON,Noida,28,Joined
7301,3050697,Yes,5,30,E1,56.25,43.23,-8.33,No,No,Male,Agency,2,ERS,Chennai,25,Not Joined
7303,3050742,Yes,42,30,E1,44.44,44.44,0,No,No,Male,Direct,3,CSMP,Bangalore,29,Joined
7306,3050781,Yes,67,60,E1,33.33,-20,-40,No,No,Male,Agency,2,ERS,Noida,26,Joined
7307,3050782,Yes,21,60,E2,46.34,34.15,-8.33,No,No,Male,Direct,4,INFRA,Noida,27,Joined
7308,3050801,Yes,28,60,E1,55.04,39.53,-10,No,No,Male,Agency,3,ERS,Chennai,25,Joined
7310,3050830,No,1,30,E2,40,40,0,No,No,Male,Direct,4,INFRA,Noida,29,Joined
7311,3050844,Yes,91,45,E1,35.42,22.92,-9.23,No,No,Male,Direct,3,BFSI,Bangalore,27,Joined
7312,3050867,Yes,2,30,E1,111.86,90.68,-10,No,No,Female,Direct,4,ERS,Chennai,26,Joined
7315,3051037,Yes,35,30,E2,26.67,25,-1.32,No,No,Male,Direct,3,INFRA,Chennai,29,Joined
7316,3051053,No,4,60,E2,5.26,0.44,-4.58,No,No,Male,Agency,9,BFSI,Chennai,31,Joined
7317,3051062,No,5,30,E1,15.38,5.77,-8.33,No,No,Female,Agency,2,ERS,Chennai,23,Not Joined
7318,3051064,Yes,39,30,E1,100,96.43,-1.79,No,No,Male,Agency,2,ERS,Chennai,25,Joined
7319,3051106,Yes,5,30,E3,30.65,50.75,15.38,No,No,Male,Agency,7,INFRA,Noida,31,Joined
7320,3051107,Yes,7,90,E1,25,25.69,0.56,No,No,Male,Direct,6,EAS,Bangalore,31,Not Joined
7321,3051112,No,3,30,E2,44.44,44.44,0,No,Yes,Male,Agency,4,INFRA,Chennai,26,Joined
7322,3051113,No,80,90,E2,56.25,56.25,0,No,Yes,Male,Direct,9,BFSI,Chennai,36,Joined
7324,3051134,Yes,2,30,E1,66.67,48.33,-11,No,No,Male,Agency,4,ERS,Pune,26,Not Joined
7325,3051143,No,33,30,E1,66.67,66.67,0,No,No,Male,Agency,1,ERS,Chennai,25,Joined
7327,3051285,Yes,27,30,E1,50,40.63,-6.25,No,No,Male,Direct,4,BFSI,Bangalore,31,Joined
7328,3051382,No,2,30,E1,28.57,28.57,0,No,No,Male,Direct,4,BFSI,Bangalore,26,Joined
7329,3051399,No,6,90,E1,96.08,74.02,-11.25,No,No,Male,Employee Referral,2,BFSI,Chennai,25,Joined
7330,3051405,Yes,22,30,E1,46.67,46.67,0,No,No,Male,Employee Referral,1,INFRA,Kolkata,24,Joined
7332,3052828,Yes,14,30,E2,45.45,45.45,0,No,No,Male,Direct,6,Healthcare,Noida,28,Joined
7334,3052961,No,31,30,E1,58.73,58.73,0,No,No,Male,Direct,3,Healthcare,Noida,29,Joined
7335,3052998,Yes,35,30,E1,42.86,42.86,0,No,No,Male,Direct,4,Healthcare,Noida,29,Joined
7336,3053047,Yes,10,60,E1,13.33,13.33,0,Yes,No,Male,Direct,4,Healthcare,Noida,29,Joined
7339,3053124,No,26,30,E1,25,25,0,Yes,No,Male,Direct,3,Healthcare,Noida,26,Joined
7342,3094099,No,5,30,E1,56.25,43.23,-8.33,No,No,Male,Agency,2,ERS,Chennai,26,Not Joined
7344,3094492,Yes,60,90,E1,14.55,14.55,0,No,Yes,Male,Agency,3,ERS,Chennai,27,Joined
7345,3095673,No,52,60,E2,66.67,66.67,0,No,Yes,Male,Employee Referral,6,ETS,Chennai,29,Joined
7346,3096513,Yes,86,90,E2,25,32.35,5.88,No,No,Female,Direct,5,EAS,Hyderabad,28,Joined
7347,3097506,No,62,60,E2,32.08,32.08,0,No,No,Male,Direct,3,INFRA,Chennai,25,Joined
7348,3098545,No,8,60,E1,87.5,35.42,-27.78,No,No,Male,Agency,4,ERS,Bangalore,29,Not Joined
7349,3099781,No,47,30,E1,41.51,32.08,-6.67,No,No,Male,Direct,7,EAS,Chennai,31,Joined
7350,3100651,No,5,30,E1,10,16,5.45,No,No,Male,Direct,3,ETS,Bangalore,29,Joined
7351,3102008,Yes,34,30,E1,64.47,42.54,-13.33,No,Yes,Male,Direct,5,ETS,Bangalore,31,Joined
7353,3104528,No,3,60,E1,63.04,69.84,4.17,No,Yes,Male,Direct,2,ETS,Bangalore,25,Joined
7354,3106074,No,16,60,E2,54.55,54.55,0,No,No,Male,Employee Referral,6,BFSI,Bangalore,29,Joined
7355,3108518,Yes,13,30,E2,40,20,-14.29,No,No,Male,Direct,8,EAS,Noida,34,Joined
7356,3110285,Yes,30,30,E2,56.45,69.49,8.33,No,Yes,Male,Direct,8,ETS,Chennai,30,Joined
7358,3110974,Yes,65,60,E2,8.3,6.86,-1.33,No,No,Male,Employee Referral,9,BFSI,Bangalore,37,Joined
7359,3111165,No,63,60,E1,75.72,69.33,-3.64,No,No,Male,Direct,3,BFSI,Bangalore,25,Joined
7360,3111167,No,58,30,E1,40.63,40.63,0,No,No,Female,Direct,3,BFSI,Bangalore,25,Joined
7361,3111168,Yes,76,30,E1,17.78,11.11,-5.66,No,No,Male,Direct,3,BFSI,Bangalore,30,Joined
7362,3111721,No,1,45,E2,34.92,94.05,43.82,No,No,Male,Direct,3,INFRA,Mumbai,26,Joined
7363,3112345,No,11,30,E3,13.33,9.33,-3.53,No,No,Male,Employee Referral,9,INFRA,Noida,35,Joined
7364,3115103,Yes,6,30,E2,16.67,83.33,57.14,No,No,Male,Direct,6,INFRA,Hyderabad,32,Joined
7365,3116846,Yes,63,60,E2,33.33,42.86,7.14,No,No,Male,Direct,4,INFRA,Hyderabad,29,Joined
7368,3119564,Yes,66,60,E1,44.44,44.44,0,No,No,Male,Direct,4,CSMP,Hyderabad,32,Joined
7369,3119603,No,23,30,E1,100,83.33,-8.33,No,Yes,Male,Agency,2,ERS,Chennai,27,Joined
7370,3119679,Yes,24,30,E1,90.84,71.76,-10,No,No,Female,Agency,2,ERS,Chennai,23,Not Joined
7372,3120834,Yes,21,30,E1,0,5.36,5.36,No,No,Male,Agency,3,ERS,Chennai,30,Joined
7374,3134103,Yes,32,30,E2,25,25,0,No,No,Male,Direct,7,Healthcare,Noida,36,Joined
7375,3135258,Yes,13,30,E2,81.66,81.66,0,Yes,No,Male,Direct,6,Healthcare,Chennai,33,Joined
7376,3175169,No,4,30,E1,25,22.92,-1.67,No,Yes,Male,Direct,4,CSMP,Hyderabad,30,Joined
7377,3177374,No,5,30,E1,40.39,33.91,-4.62,No,Yes,Male,Direct,3,CSMP,Hyderabad,32,Joined
7378,3187259,Yes,39,30,E1,38.89,38.89,0,No,No,Female,Direct,4,EAS,Hyderabad,35,Joined
7380,3187309,No,68,30,E1,84.29,73.08,-6.09,No,No,Male,Direct,3,ERS,Chennai,26,Not Joined
7382,3187341,No,4,45,E1,53.85,61.54,5,No,No,Male,Direct,2,CSMP,Hyderabad,27,Joined
7383,3187371,Yes,14,30,E2,47.37,42.11,-3.57,No,No,Male,Direct,8,EAS,Hyderabad,36,Not Joined
7384,3187376,Yes,28,30,E2,39.87,30.72,-6.54,No,No,Male,Direct,7,EAS,Hyderabad,30,Not Joined
7385,3187385,Yes,4,30,E2,0,0,0,No,No,Male,Employee Referral,5,EAS,Chennai,37,Not Joined
7386,3187387,Yes,70,60,E1,40.63,40.63,0,No,No,Male,Direct,2,INFRA,Noida,26,Joined
7388,3187403,Yes,30,30,E1,32,34.72,2.06,No,No,Male,Direct,1,INFRA,Bangalore,28,Joined
7389,3192175,No,1,30,E2,44.44,7.78,-25.38,No,No,Male,Direct,3,INFRA,Bangalore,25,Joined
7390,3192428,Yes,74,60,E1,66.67,26.67,-24,No,No,Female,Employee Referral,2,ERS,Bangalore,22,Joined
7391,3195189,Yes,53,60,E2,55.04,39.53,-10,No,Yes,Male,Agency,4,ERS,Bangalore,26,Joined
7393,3195246,Yes,31,30,E1,82.72,66.11,-9.09,No,Yes,Male,Agency,3,ERS,Bangalore,26,Joined
7394,3195272,No,7,30,E1,104.92,63.93,-20,No,No,Male,Agency,3,ERS,Bangalore,26,Not Joined
7395,3195314,No,18,30,E2,35.87,35.87,0,No,Yes,Male,Agency,5,INFRA,Noida,25,Joined
7396,3195376,No,100,60,E1,15.25,15.25,0,No,No,Male,Direct,7,BFSI,Chennai,34,Joined
7399,3195379,No,6,30,E1,3.28,3.28,0,No,No,Male,Direct,3,BFSI,Chennai,27,Joined
7402,3195382,No,65,30,E1,11.25,11.25,0,No,No,Male,Direct,4,BFSI,Chennai,31,Joined
7404,3195384,No,64,60,E1,31.11,31.11,0,No,No,Male,Direct,3,BFSI,Chennai,26,Joined
7405,3195385,No,26,30,E1,14.04,14.04,0,No,No,Male,Direct,3,BFSI,Chennai,26,Joined
7407,3195411,Yes,33,60,E2,166.67,133.33,-12.5,Yes,No,Male,Employee Referral,4,AXON,Bangalore,29,Joined
7408,3195437,Yes,66,60,E3,11.54,22.31,9.66,No,No,Male,Direct,9,INFRA,Noida,42,Joined
7409,3195438,Yes,5,30,E1,41.07,41.07,0,No,No,Female,Direct,3,BFSI,Gurgaon,28,Joined
7410,3195447,Yes,20,90,E2,54.32,54.32,0,No,No,Male,Employee Referral,5,EAS,Hyderabad,32,Joined
7411,3195468,No,1,30,E2,23.81,23.81,0,No,No,Male,Employee Referral,5,INFRA,Noida,26,Joined
7412,3195485,Yes,7,30,E2,38.46,38.46,0,No,No,Female,Agency,7,ERS,Chennai,28,Joined
7413,3195504,Yes,1,60,E1,39.13,39.13,0,No,No,Male,Employee Referral,6,EAS,Hyderabad,29,Joined
7414,3195507,Yes,2,60,E1,46.34,34.15,-8.33,No,No,Male,Agency,5,ERS,Pune,31,Joined
7415,3195561,No,1,60,E3,16.67,0,-14.29,No,No,Male,Direct,13,ERS,Chennai,38,Joined
7416,3195564,Yes,93,30,E2,33.33,183.33,112.5,No,No,Female,Direct,6,INFRA,Bangalore,32,Not Joined
7417,3195569,No,72,90,E3,37.5,37.5,0,No,Yes,Male,Direct,7,INFRA,Gurgaon,32,Joined
7419,3195651,Yes,27,30,E3,6.9,6.9,0,Yes,No,Male,Employee Referral,9,ERS,Noida,31,Joined
7421,3195892,No,8,30,E3,20.7,20.7,0,No,No,Male,Direct,8,INFRA,Bangalore,35,Joined
7422,3197306,No,0,30,E2,42.86,42.86,0,No,No,Male,Employee Referral,7,INFRA,Mumbai,34,Joined
7423,3199579,Yes,31,30,E1,100,60,-20,No,Yes,Male,Agency,4,ERS,Chennai,30,Joined
7425,3199733,No,8,30,E2,33.33,25.49,-5.88,No,No,Male,Agency,9,ERS,Chennai,33,Not Joined
7426,3199836,No,48,90,E1,33.93,33.93,0,No,No,Male,Agency,3,BFSI,Chennai,28,Joined
7427,3199839,No,3,60,E2,28.38,28.38,0,No,No,Male,Direct,5,ETS,Bangalore,31,Not Joined
7429,3199852,No,22,30,E1,45.45,45.45,0,No,No,Male,Agency,3,BFSI,Bangalore,26,Joined
7430,3199859,No,7,30,E1,40,20,-14.29,No,No,Male,Agency,3,BFSI,Chennai,26,Joined
7431,3199970,No,1,30,E2,75,75,0,No,No,Male,Direct,3,INFRA,Mumbai,26,Joined
7432,3199972,Yes,85,90,E1,38,38,0,No,No,Female,Direct,4,ERS,Chennai,25,Joined
7434,3200107,Yes,42,30,E1,39.33,34.83,-3.23,No,No,Male,Direct,4,BFSI,Bangalore,27,Not Joined
7437,3200136,No,17,30,E1,25.45,13.64,-9.42,No,Yes,Male,Direct,4,ERS,Chennai,28,Joined
7438,3200137,No,3,30,E1,25,7.14,-14.29,No,No,Male,Agency,6,ERS,Chennai,28,Joined
7439,3200174,No,27,45,E1,76.14,42.05,-19.35,Yes,No,Female,Employee Referral,3,ERS,Bangalore,25,Joined
7440,3200176,No,28,60,E1,31.85,25.76,-4.62,No,No,Male,Agency,3,BFSI,Chennai,28,Not Joined
7441,3200185,Yes,2,30,E2,60,60,0,No,No,Male,Direct,5,CSMP,Bangalore,28,Not Joined
7442,3200187,No,6,30,E1,35.14,35.14,0,No,No,Male,Direct,3,BFSI,Bangalore,26,Joined
7443,3200194,Yes,80,30,E1,72.84,60.49,-7.14,No,No,Male,Agency,7,ERS,Chennai,28,Joined
7444,3200227,Yes,8,60,E3,27.45,27.45,0,No,No,Male,Employee Referral,8,ETS,Bangalore,33,Joined
7446,3200252,No,10,30,E1,50,15,-23.33,No,No,Male,Direct,1,INFRA,Chennai,24,Joined
7447,3200305,No,13,60,E2,50,50,0,No,No,Male,Agency,8,BFSI,Chennai,30,Joined
7448,3200318,Yes,44,30,E1,4,4,0,No,No,Male,Agency,1,INFRA,Bangalore,26,Joined
7449,3200335,Yes,1,30,E1,25,25,0,No,No,Male,Direct,1,INFRA,Noida,26,Joined
7450,3200342,Yes,14,30,E1,9.38,5,-4,No,No,Male,Direct,1,INFRA,Noida,24,Not Joined
7451,3200349,No,2,30,E1,13.33,12,-1.18,No,No,Male,Direct,3,INFRA,Noida,25,Joined
7452,3200360,Yes,34,30,E1,30,50,15.38,No,No,Male,Direct,1,INFRA,Chennai,25,Joined
7454,3200366,Yes,13,30,E1,30,75,34.62,No,No,Male,Direct,3,INFRA,Chennai,27,Joined
7455,3200437,No,35,30,E2,33.33,140.33,80.25,No,No,Male,Direct,5,INFRA,Noida,32,Not Joined
7456,3200444,No,17,30,E2,21.46,21.46,0,Yes,Yes,Male,Agency,4,ERS,Chennai,31,Joined
7458,3200455,No,1,30,E2,34.75,34.75,0,No,No,Male,Direct,2,INFRA,Noida,26,Joined
7459,3200457,Yes,119,30,E2,30,7.5,-17.31,Yes,No,Male,Agency,6,ERS,Bangalore,30,Not Joined
7460,3200579,Yes,89,30,E3,33.33,200,125,No,No,Male,Direct,8,INFRA,Bangalore,29,Joined
7461,3200586,Yes,5,45,E2,49.12,49.12,0,No,Yes,Male,Employee Referral,13,ERS,Bangalore,32,Joined
7462,3200589,Yes,0,60,E1,50,50,0,No,No,Female,Direct,4,BFSI,Gurgaon,28,Joined
7463,3200641,Yes,6,30,E2,33.33,83.33,37.5,No,No,Male,Direct,6,INFRA,Chennai,27,Not Joined
7464,3200981,Yes,42,60,E2,17.01,17.01,0,No,No,Male,Employee Referral,7,ERS,Chennai,40,Joined
7465,3200992,No,3,90,E1,20,-20,-33.33,No,No,Male,Employee Referral,10,ERS,Bangalore,34,Not Joined
7466,3201533,No,0,30,E1,36.36,36.36,0,No,No,Male,Direct,4,Healthcare,Noida,24,Joined
7467,3203845,Yes,3,30,E1,77.42,43.55,-19.09,No,No,Male,Employee Referral,3,ERS,Chennai,24,Joined
7468,3203856,Yes,24,30,E1,138.59,105.78,-13.75,No,No,Male,Direct,1,ERS,Chennai,25,Joined
7469,3203870,Yes,34,30,E1,78.04,78.04,0,No,No,Male,Agency,3,ERS,Chennai,28,Not Joined
7470,3203904,No,27,90,E1,47.54,13.11,-23.33,No,No,Female,Agency,3,ERS,Chennai,25,Not Joined
7471,3203986,Yes,56,60,E1,26.67,17.33,-7.37,Yes,No,Male,Agency,6,ETS,Chennai,30,Joined
7472,3204051,No,16,30,E2,35,58.33,17.28,No,No,Male,Direct,7,INFRA,Noida,37,Joined
7473,3204065,No,24,30,E2,31.58,38.16,5,No,Yes,Male,Direct,4,INFRA,Chennai,28,Joined
7474,3204072,Yes,12,30,E2,35.8,23.46,-9.09,No,No,Male,Direct,5,EAS,Bangalore,30,Not Joined
7475,3204127,Yes,6,30,E1,77.99,71.52,-3.64,No,No,Male,Direct,2,ETS,Noida,27,Joined
7476,3204143,No,9,30,E1,40.85,40.85,0,No,No,Male,Agency,3,BFSI,Chennai,26,Joined
7477,3204171,No,18,45,E1,26.67,20,-5.26,No,No,Male,Agency,6,ETS,Chennai,35,Not Joined
7478,3204231,No,5,30,E2,13.4,8.25,-4.55,No,No,Male,Direct,7,ERS,Chennai,33,Not Joined
7479,3204239,No,8,30,E1,36,20,-11.76,No,No,Male,Employee Referral,4,AXON,Chennai,29,Not Joined
7480,3204249,Yes,3,0,E1,58.33,56.25,-1.32,No,No,Male,Employee Referral,3,ERS,Noida,26,Joined
7481,3204307,Yes,8,30,E2,13.04,13.04,0,No,No,Male,Direct,8,EAS,Pune,37,Joined
7482,3204350,Yes,25,0,E1,50,68,12,No,No,Male,Agency,4,INFRA,Noida,27,Joined
7485,3204422,Yes,38,30,E1,53.85,34.62,-12.5,Yes,No,Male,Direct,3,ETS,Bangalore,25,Not Joined
7486,3204458,No,66,30,E1,106.9,55.17,-25,No,Yes,Male,Direct,5,ERS,Chennai,30,Joined
7488,3204566,Yes,21,30,E1,38.46,25,-9.72,No,Yes,Male,Direct,4,EAS,Chennai,27,Joined
7489,3204603,Yes,58,60,E3,25.71,18.57,-5.68,No,No,Male,Direct,10,AXON,Bangalore,34,Not Joined
7490,3204640,No,19,30,E2,37.5,109.5,52.36,No,Yes,Male,Direct,4,INFRA,Noida,32,Joined
7492,3204756,Yes,32,45,E2,13.04,39.13,23.08,No,Yes,Male,Employee Referral,5,ERS,Chennai,29,Joined
7493,3204794,Yes,20,30,E2,42.86,-7.14,-35,No,No,Male,Agency,7,ERS,Bangalore,28,Joined
7494,3204812,Yes,1,30,E1,45.76,10.17,-24.42,Yes,Yes,Male,Direct,3,CSMP,Noida,28,Joined
7495,3204828,No,29,30,E1,25,30,4,No,Yes,Male,Direct,3,CSMP,Chennai,31,Joined
7497,3204937,No,1,90,E2,35.95,20.84,-11.11,No,No,Female,Employee Referral,2,INFRA,Noida,27,Joined
7498,3205176,Yes,4,30,E3,31.2,31.2,0,No,No,Male,Employee Referral,16,AXON,Hyderabad,41,Joined
7500,3206862,No,13,30,E1,41.18,91.18,35.42,No,No,Male,Direct,3,Healthcare,Chennai,29,Joined
7502,3210602,No,45,30,E3,6.95,-9.09,-15,No,Yes,Male,Agency,10,ERS,Chennai,35,Joined
7505,3210955,No,3,30,E1,31.58,-7.89,-30,No,No,Male,Agency,3,BFSI,Chennai,30,Joined
7506,3210964,No,19,90,E2,33.87,32.26,-1.2,No,No,Female,Agency,6,BFSI,Chennai,29,Joined
7507,3210966,No,4,60,E2,41.79,35.82,-4.21,No,No,Male,Direct,8,BFSI,Chennai,31,Joined
7508,3211037,Yes,23,30,E3,18.88,18.88,0,No,No,Female,Direct,6,INFRA,Chennai,34,Joined
7509,3211047,Yes,24,30,E2,25,25,0,No,No,Male,Direct,9,INFRA,Chennai,31,Not Joined
7510,3211095,Yes,42,60,E1,36.84,36.84,0,No,No,Male,Direct,5,Healthcare,Chennai,30,Joined
7511,3211113,No,23,45,E2,41.81,34.72,-5,No,No,Male,Direct,7,INFRA,Chennai,33,Joined
7512,3211126,Yes,21,90,E1,48.06,36.67,-7.69,No,No,Male,Employee Referral,2,BFSI,Bangalore,26,Joined
7514,3211273,Yes,28,30,E1,104.55,104.55,0,No,No,Male,Agency,3,BFSI,Bangalore,25,Joined
7516,3211288,No,7,90,E3,40.03,31.8,-5.88,No,No,Male,Employee Referral,20,ERS,Chennai,51,Not Joined
7517,3211300,Yes,0,30,E1,37.5,100,45.45,Yes,Yes,Female,Direct,4,ETS,Hyderabad,27,Joined
7519,3211362,No,5,30,E2,64.06,64.06,0,No,Yes,Male,Agency,5,ERS,Chennai,31,Joined
7520,3211421,No,0,30,E1,50,25,-16.67,No,No,Female,Agency,1,INFRA,Noida,27,Joined
7521,3211435,No,4,30,E1,33.33,-27.78,-45.83,No,No,Male,Employee Referral,1,ERS,Noida,24,Joined
7523,3211484,Yes,21,60,E1,90.91,81.82,-4.76,No,Yes,Male,Direct,3,ERS,Chennai,26,Joined
7524,3211485,No,12,30,E2,44.44,-8.89,-36.92,No,No,Male,Agency,3,INFRA,Bangalore,26,Not Joined
7525,3211488,Yes,21,30,E2,34.91,34.91,0,No,No,Male,Direct,7,INFRA,Chennai,34,Not Joined
7526,3211543,Yes,19,30,E1,31.58,31.58,0,No,No,Male,Agency,3,BFSI,Bangalore,29,Joined
7527,3211546,No,34,30,E1,31.58,27.19,-3.33,No,No,Male,Agency,3,BFSI,Bangalore,26,Joined
7528,3211564,Yes,74,60,E1,11.84,0,-10.59,No,Yes,Male,Direct,4,EAS,Hyderabad,27,Joined
7529,3211567,No,8,60,E2,64.29,64.29,0,No,No,Male,Direct,6,BFSI,Mumbai,29,Not Joined
7530,3211621,Yes,4,30,E2,45.45,45.45,0,No,No,Male,Direct,7,CSMP,Kolkata,27,Joined
7531,3211658,Yes,27,30,E1,77.33,47.77,-16.67,No,No,Male,Employee Referral,3,ERS,Bangalore,26,Joined
7532,3211717,No,4,30,E1,21.95,34.15,10,No,No,Male,Direct,3,BFSI,Bangalore,28,Joined
7533,3211723,Yes,28,30,E1,75,30,-25.71,No,No,Male,Agency,1,INFRA,Noida,25,Joined
7534,3211776,Yes,101,90,E1,81.82,45.45,-20,No,Yes,Male,Direct,2,BFSI,Bangalore,25,Joined
7535,3211798,Yes,28,45,E1,33.33,11.11,-16.67,No,No,Male,Agency,3,ETS,Noida,25,Joined
7536,3211804,Yes,7,90,E2,30,35,3.85,No,No,Male,Direct,8,ERS,Bangalore,32,Not Joined
7537,3211818,No,28,60,E1,20,20,0,No,No,Male,Direct,4,BFSI,Hyderabad,29,Not Joined
7538,3211842,Yes,21,60,E1,79.1,64.18,-8.33,No,Yes,Male,Direct,3,ERS,Chennai,25,Joined
7539,3211850,Yes,11,30,E1,69.23,55.38,-8.18,No,Yes,Male,Direct,3,ERS,Chennai,25,Joined
7540,3211948,No,10,90,E2,34.33,19.4,-11.11,No,No,Male,Employee Referral,7,ERS,Bangalore,30,Joined
7541,3212030,Yes,42,30,E1,20,20,0,No,No,Female,Employee Referral,5,ERS,Bangalore,32,Joined
7542,3212126,No,8,90,E2,48.94,17.02,-21.43,No,No,Female,Employee Referral,6,ERS,Chennai,33,Not Joined
7543,3213568,No,22,30,E1,63.64,63.64,0,No,No,Male,Direct,2,Healthcare,Noida,26,Joined
7545,3214733,Yes,40,90,E1,59.22,40.85,-11.54,No,No,Female,Employee Referral,3,ERS,Bangalore,26,Not Joined
7547,3214846,No,111,60,E1,74.6,74.6,0,No,Yes,Male,Direct,3,ETS,Chennai,25,Joined
7548,3214883,Yes,77,90,E1,27.27,34.55,5.71,No,No,Male,Direct,3,ETS,Noida,26,Joined
7549,3214917,Yes,102,90,E1,58.54,51.22,-4.62,No,No,Female,Direct,4,ETS,Noida,28,Joined
7550,3215034,Yes,33,30,E2,50,-15,-43.33,No,No,Male,Agency,5,INFRA,Bangalore,27,Joined
7552,3215047,Yes,24,90,E1,72.01,41.98,-17.46,No,No,Male,Employee Referral,3,ERS,Bangalore,27,Joined
7553,3215060,Yes,38,30,E2,30.77,38.46,5.88,No,No,Male,Agency,7,ETS,Chennai,34,Joined
7554,3215066,Yes,5,30,E2,37.5,37.5,0,No,No,Male,Agency,7,ETS,Chennai,34,Not Joined
7555,3215080,No,28,30,E1,105.92,93.05,-6.25,No,No,Male,Direct,1,ERS,Chennai,24,Not Joined
